,Voltaje(V),Campo(Oe),Resistencia(Ohm)
257,-7.8699999999997505,-13207.82424159149,25.890420445
258,-7.959999999999749,-13249.043179039234,25.89044199
259,-7.960000000000001,-13249.043179039341,25.890777095
260,-7.870000000000003,-13207.824241591614,25.890827745
261,-7.780000000000005,-13160.856444420317,25.8897666
262,-7.690000000000007,-13108.321663427128,25.890504645000004
263,-7.590000000000009,-13043.636714184568,25.890472715
264,-7.500000000000011,-12979.928723981753,25.890735905000003
265,-7.410000000000013,-12911.194190960949,25.890999885000003
266,-7.3200000000000145,-12837.598827526172,25.890741815
267,-7.230000000000016,-12759.304532596701,25.890337765000005
268,-7.1300000000000185,-12666.991985158269,25.891302765
269,-7.0400000000000205,-12579.292496154118,25.8914054
270,-6.950000000000022,-12487.373877543747,25.89155856
271,-6.860000000000024,-12391.382836425099,25.891313165
272,-6.770000000000026,-12291.462502765067,25.891584675
273,-6.680000000000028,-12187.752475642634,25.89189157
274,-6.58000000000003,-12068.239846511022,25.89180117
275,-6.490000000000032,-11956.972168002474,25.892735300000005
276,-6.400000000000034,-11842.32702786314,25.892805095
277,-6.310000000000036,-11724.429995137578,25.893307875
278,-6.220000000000038,-11603.403344336111,25.89357309
279,-6.12000000000004,-11465.40340868346,25.893006715
280,-6.030000000000042,-11338.156769596291,25.893729200000003
281,-5.940000000000044,-11208.140357103344,25.8936182
282,-5.850000000000046,-11075.463387356851,25.893345940000007
283,-5.760000000000048,-10940.232018328526,25.89357348
284,-5.67000000000005,-10802.549396052675,25.89465533
285,-5.570000000000052,-10646.81552621809,25.89502917
286,-5.480000000000054,-10504.28347396275,25.895203880000004
287,-5.390000000000056,-10359.602309539803,25.895072270000004
288,-5.3000000000000576,-10212.863282412374,25.895585255000004
289,-5.21000000000006,-10064.154866459887,25.89559049
290,-5.110000000000062,-9896.717714431501,25.895239055
291,-5.020000000000064,-9744.13001884945,25.896469985
292,-4.930000000000065,-9589.830940314678,25.89624196
293,-4.840000000000067,-9433.898027811763,25.896595955
294,-4.750000000000069,-9276.40629109527,25.89801198
295,-4.660000000000071,-9117.428246932877,25.89875402
296,-4.560000000000073,-8939.127918799575,25.897931090000004
297,-4.470000000000075,-8777.239302858055,25.898418715
298,-4.380000000000077,-8614.074548219427,25.89823905
299,-4.290000000000079,-8449.696408543427,25.898862075
300,-4.200000000000081,-8284.165380856612,25.900020305000005
301,-4.100000000000083,-8098.960683514355,25.89924365
302,-4.010000000000085,-7931.184560931896,25.899687675
303,-3.920000000000087,-7762.429835833762,25.90018081
304,-3.830000000000089,-7592.748213814898,25.900347415
305,-3.740000000000091,-7422.189380190767,25.90127592
306,-3.6500000000000927,-7250.80104624046,25.901392554999997
307,-3.550000000000095,-7059.452314920545,25.90170202
308,-3.4600000000000968,-6886.460877395843,25.901546000000003
309,-3.3700000000000987,-6712.776254383195,25.90210465
310,-3.2800000000001006,-6538.438527517,25.902402595
311,-3.1900000000001025,-6363.486040748988,25.903375905
312,-3.0900000000001047,-6168.41789786777,25.903452595
313,-3.0000000000001066,-5992.285950226451,25.90372124
314,-2.9100000000001085,-5815.64792622182,25.90332727
315,-2.8200000000001104,-5638.535511837243,25.903953160000004
316,-2.7300000000001123,-5460.978891727115,25.904041875
317,-2.6400000000001143,-5283.006795459985,25.904190820000004
318,-2.550000000000116,-5104.64654376166,25.905064965
319,-2.460000000000118,-4925.924094758328,25.9052065
320,-2.37000000000012,-4746.86409021967,25.905251115
321,-2.270000000000122,-4547.541015958509,25.906000620000004
322,-2.180000000000124,-4367.843658539569,25.906398385
323,-2.090000000000126,-4187.877494519822,25.906645495
324,-2.000000000000128,-4007.6622398192594,25.90729542
325,-1.910000000000128,-3827.2165303550632,25.906887345
326,-1.820000000000128,-3646.557968284735,25.90712595
327,-1.7300000000001277,-3465.7031682492006,25.907729145
328,-1.6400000000001276,-3284.667803615928,25.907806220000005
329,-1.5500000000001275,-3103.4666527220425,25.908368385
330,-1.4500000000001274,-2901.9545147547747,25.908441835
331,-1.360000000000127,-2720.448140043626,25.908727830000004
332,-1.2700000000001272,-2538.8167361785854,25.909086710000004
333,-1.1800000000001272,-2357.0718877657587,25.909686085
334,-1.090000000000127,-2175.2245207346123,25.909751505
335,-1.000000000000127,-1993.2849485810866,25.910120775000003
336,-0.9100000000001268,-1811.2629186107133,25.910656255000003
337,-0.8200000000001268,-1629.1676581817312,25.91097717
338,-0.7200000000001268,-1426.7643356206759,25.910876555
339,-0.6300000000001267,-1244.542705775359,25.91045046
340,-0.5400000000001266,-1062.273731545302,25.908762544999995
341,-0.4500000000001265,-879.9649885658096,25.907429314999995
342,-0.3600000000001264,-697.6237688785933,25.90625725
343,-0.2700000000001263,-515.2571271748889,25.90552702
344,-0.1800000000001262,-332.8719270385701,25.90426636
345,-0.0800000000001262,-130.2081068231401,25.902798260000004
346,0.0099999999998737,52.19432667137045,25.901435860000003
347,0.0999999999998737,234.594683537646,25.89991017
348,0.1899999999998737,416.9864000172451,25.900254435
349,0.2799999999998738,599.3628671053867,25.902289675
350,0.3699999999998739,781.7173843078335,25.90398303
351,0.469999999999874,984.2994477168462,25.905622195
352,0.559999999999874,1166.5849445446395,25.907819160000003
353,0.6499999999998741,1348.8265565917811,25.90936833
354,0.7399999999998742,1531.0167214025523,25.910956205
355,0.8299999999998743,1713.147548678077,25.91155129000001
356,0.9199999999998744,1895.2107740332074,25.911938585
357,1.0099999999998743,2077.197712753406,25.911459545000003
358,1.1099999999998744,2279.304802906136,25.91163883
359,1.1999999999998745,2461.1000144002714,25.910684685
360,1.2899999999998746,2642.7887282830307,25.910395540000003
361,1.3799999999998749,2824.3600459808945,25.91006718
362,1.4699999999998747,3005.8024122372535,25.910081575
363,1.5599999999998748,3187.103568869296,25.90947657
364,1.649999999999875,3368.250508524887,25.90895624
365,1.739999999999875,3549.229428439456,25.90908804
366,1.829999999999875,3730.0256841928817,25.908288005
367,1.9299999999998751,3930.6772541628184,25.907406899999994
368,2.019999999999875,4111.035740469722,25.90748109
369,2.109999999999873,4291.1601159259435,25.906660840000008
370,2.199999999999871,4471.031790133711,25.90637494
371,2.289999999999869,4650.631094685992,25.90608359
372,2.379999999999867,4829.93723692339,25.906175225
373,2.469999999999865,5008.928253691022,25.90622397
374,2.5599999999998637,5187.580965095406,25.905876635
375,2.659999999999861,5385.657426585193,25.905840205
376,2.7499999999998592,5563.514074639467,25.90542557
377,2.8399999999998573,5740.9520171557015,25.9052846
378,2.9299999999998554,5917.942586254675,25.90516262
379,3.019999999999853,6094.45566096486,25.904760845
380,3.1099999999998515,6270.45962097932,25.904984865
381,3.1999999999998496,6445.921300412577,25.905104065
382,3.2999999999998475,6640.200383816212,25.904907700000003
383,3.3899999999998456,6814.401112190907,25.904399875000003
384,3.479999999999844,6987.945989327307,25.90359793
385,3.5699999999998417,7160.795009456694,25.90352755
386,3.65999999999984,7332.906384878119,25.90407725
387,3.749999999999838,7504.236499715286,25.90343333000001
388,3.849999999999836,7693.631607243187,25.90256739000001
389,3.939999999999834,7863.160668677903,25.90201654
390,4.029999999999832,8031.760580564612,25.901880265
391,4.119999999999831,8199.379725356861,25.90188819
392,4.2099999999998285,8365.964420979139,25.90100717
393,4.299999999999827,8531.458874583785,25.900827785
394,4.389999999999825,8695.805136307841,25.901137735
395,4.489999999999823,8876.992210339497,25.900467385
396,4.579999999999821,9038.714233965207,25.89988633
397,4.669999999999819,9199.093479169765,25.899493685
398,4.759999999999817,9358.062642522564,25.89996014
399,4.849999999999815,9515.552027224008,25.899565225
400,4.939999999999813,9671.489496862412,25.898684315000004
401,5.039999999999811,9842.84235802755,25.89848405
402,5.129999999999809,9995.255425395544,25.897731404999995
403,5.219999999999807,10145.876048006436,25.8975376
404,5.309999999999805,10294.621574093962,25.89723578
405,5.399999999999803,10441.406675926064,25.897222135
406,5.489999999999801,10586.143303561767,25.89729947
407,5.579999999999799,10728.740638608057,25.896842575
408,5.679999999999797,10884.559094882428,25.896919725000004
409,5.769999999999795,11022.329177877024,25.896590045000003
410,5.859999999999793,11157.659213916824,25.896632669999995
411,5.949999999999792,11290.446517356755,25.896402925
412,6.0399999999997895,11420.585397745997,25.896632285000003
413,6.129999999999788,11547.967113584898,25.896137805
414,6.2299999999997855,11686.13250890557,25.895294765
415,6.319999999999784,11807.322445983364,25.895224195
416,6.409999999999782,11925.396896145092,25.894816205
417,6.49999999999978,12040.234088852107,25.894966300000004
418,6.589999999999778,12151.708966163214,25.894908145
419,6.679999999999776,12259.693136491554,25.894667055
420,6.769999999999774,12364.054828361486,25.894674015
421,6.869999999999772,12475.599123011498,25.894514655
422,6.95999999999977,12571.865153155692,25.89419175
423,7.049999999999768,12664.07663070992,25.8942995
424,7.139999999999766,12752.087403262061,25.89443407
425,7.229999999999764,12835.747702157503,25.89374275
426,7.319999999999762,12914.90409625604,25.894214140000003
427,7.41999999999976,12997.382035424213,25.894109625
428,7.509999999999758,13066.509577841074,25.89424192
429,7.599999999999756,13130.631948482294,25.89377013
430,7.689999999999754,13189.580173484266,25.893551549999994
431,7.779999999999752,13243.181380144079,25.893565465
432,7.8699999999997505,13291.258750676418,25.89328023
433,7.959999999999749,13333.631475970426,25.89365129
